Timestamp,First choice,Second choice,Third choice
3/17/2019 1:14:25,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 1:16:14,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 1:16:44,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 1:17:35,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 1:18:53,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 1:18:59,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 1:23:21,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 1:25:26,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 1:25:42,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 1:25:56,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 1:26:12,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 1:26:38,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 1:27:40,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 1:28:07,@mattyglesias,@scottlincicome,@mattyglesias
3/17/2019 1:29:01,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 1:30:07,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 1:30:25,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 1:31:28,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 1:31:44,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 1:32:34,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 1:33:02,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 1:33:09,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 1:33:53,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 1:33:53,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 1:35:25,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 1:35:49,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 1:36:00,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 1:36:59,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 1:41:29,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 1:41:34,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 1:41:49,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 1:42:24,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 1:44:17,@scottlincicome,@mattyglesias,@AlanMCole
3/17/2019 1:45:14,@scottlincicome,@mattyglesias,@AlanMCole
3/17/2019 1:45:17,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 1:45:25,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 1:45:49,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 1:46:04,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 1:46:07,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 1:46:22,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 1:47:56,@scottlincicome,@mattyglesias,@AlanMCole
3/17/2019 1:48:34,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 1:50:40,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 1:50:45,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 1:52:30,@AlanMCole,@mattyglesias,@scottlincicome
3/17/2019 1:53:05,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 1:54:58,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 1:55:29,@scottlincicome,@mattyglesias,@AlanMCole
3/17/2019 1:55:35,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 1:57:00,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 1:57:52,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 1:58:10,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 1:58:22,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 2:01:44,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 2:02:12,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 2:02:31,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 2:04:36,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 2:06:13,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 2:11:43,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 2:11:44,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 2:13:12,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 2:14:26,@AlanMCole,@mattyglesias,@scottlincicome
3/17/2019 2:14:27,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 2:14:40,@AlanMCole,@mattyglesias,@scottlincicome
3/17/2019 2:16:55,@scottlincicome,@mattyglesias,@AlanMCole
3/17/2019 2:18:05,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 2:18:27,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 2:18:32,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 2:19:20,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 2:19:42,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 2:19:58,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 2:20:08,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 2:24:35,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 2:26:31,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 2:27:09,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 2:29:27,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 2:30:58,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 2:32:12,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 2:32:35,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 2:33:48,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 2:33:53,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 2:35:20,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 2:35:59,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 2:36:01,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 2:38:43,@scottlincicome,@mattyglesias,@AlanMCole
3/17/2019 2:39:30,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 2:39:46,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 2:39:57,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 2:40:32,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 2:42:56,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 2:47:02,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 2:48:04,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 2:48:52,@mattyglesias,@mattyglesias,@mattyglesias
3/17/2019 2:49:00,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 2:49:42,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 2:52:07,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 2:52:12,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 2:52:46,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 2:52:48,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 2:54:05,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 2:54:33,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 2:55:00,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 3:00:06,@scottlincicome,@mattyglesias,@AlanMCole
3/17/2019 3:03:02,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 3:05:34,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 3:08:39,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 3:08:46,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 3:09:02,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 3:12:44,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 3:16:01,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 3:19:52,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 3:23:07,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 3:27:40,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 3:35:49,@AlanMCole,@mattyglesias,@scottlincicome
3/17/2019 3:37:36,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 3:39:15,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 3:45:54,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 3:45:58,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 3:50:15,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 3:56:56,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 3:59:40,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 4:00:52,@AlanMCole,@mattyglesias,@scottlincicome
3/17/2019 4:01:32,@scottlincicome,@mattyglesias,@AlanMCole
3/17/2019 4:12:01,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 4:14:08,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 4:19:49,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 4:36:28,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 4:38:13,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 4:43:13,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 4:45:08,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 4:51:11,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 4:51:12,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 4:51:37,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 4:52:47,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 4:54:50,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 4:59:02,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 5:01:05,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 5:01:30,@AlanMCole,@mattyglesias,@scottlincicome
3/17/2019 5:06:50,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 5:09:59,,,
3/17/2019 5:21:06,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 5:21:50,@scottlincicome,@mattyglesias,@AlanMCole
3/17/2019 5:22:02,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 5:22:24,@scottlincicome,@mattyglesias,@AlanMCole
3/17/2019 5:27:26,@scottlincicome,@mattyglesias,@AlanMCole
3/17/2019 5:33:25,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 5:37:00,@scottlincicome,@mattyglesias,@mattyglesias
3/17/2019 5:42:04,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 5:42:55,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 5:45:26,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 5:46:46,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 5:48:26,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 5:56:46,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 6:00:09,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 6:03:15,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 6:04:50,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 6:07:26,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 6:13:32,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 6:17:03,@scottlincicome,@mattyglesias,@AlanMCole
3/17/2019 6:18:35,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 6:20:58,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 6:21:35,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 6:23:07,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 6:23:41,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 6:24:17,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 6:25:49,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 6:26:45,@mattyglesias,@mattyglesias,@mattyglesias
3/17/2019 6:26:49,@mattyglesias,@mattyglesias,@mattyglesias
3/17/2019 6:27:10,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 6:27:19,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 6:27:34,@AlanMCole,@mattyglesias,@scottlincicome
3/17/2019 6:27:47,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 6:27:53,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 6:32:36,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 6:32:39,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 6:34:29,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 6:34:33,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 6:35:51,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 6:36:13,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 6:37:12,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 6:37:40,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 6:38:21,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 6:38:38,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 6:39:18,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 6:39:27,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 6:39:43,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 6:41:45,@mattyglesias,@mattyglesias,@mattyglesias
3/17/2019 6:43:15,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 6:44:07,@scottlincicome,@mattyglesias,@AlanMCole
3/17/2019 6:48:35,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 6:48:44,@mattyglesias,@mattyglesias,@mattyglesias
3/17/2019 6:49:24,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 6:51:24,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 6:51:44,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 6:52:19,@AlanMCole,@AlanMCole,@AlanMCole
3/17/2019 6:52:49,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 6:53:08,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 6:53:28,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 6:53:46,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 6:53:47,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 6:53:51,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 6:54:07,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 6:54:47,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 6:54:52,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 6:55:00,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 6:55:36,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 6:55:50,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 6:56:27,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 6:57:33,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 6:58:40,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 6:59:12,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 6:59:17,@mattyglesias,@mattyglesias,@mattyglesias
3/17/2019 6:59:46,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 6:59:47,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 7:00:38,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 7:02:04,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 7:02:46,@scottlincicome,@mattyglesias,@AlanMCole
3/17/2019 7:03:44,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 7:04:34,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 7:05:43,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 7:06:27,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 7:06:48,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 7:07:03,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 7:07:42,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 7:11:01,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 7:12:15,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 7:13:15,@mattyglesias,@mattyglesias,@mattyglesias
3/17/2019 7:13:25,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 7:14:17,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 7:14:50,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 7:15:08,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 7:16:12,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 7:17:23,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 7:18:39,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 7:22:07,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 7:22:25,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 7:23:01,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 7:23:13,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 7:25:35,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 7:27:01,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 7:29:00,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 7:30:24,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 7:32:05,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 7:32:57,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 7:32:58,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 7:37:04,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 7:37:37,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 7:38:36,@scottlincicome,@mattyglesias,@AlanMCole
3/17/2019 7:39:35,@scottlincicome,@mattyglesias,@AlanMCole
3/17/2019 7:40:01,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 7:42:53,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 7:45:45,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 7:46:48,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 7:46:59,@scottlincicome,@AlanMCole,@AlanMCole
3/17/2019 7:47:08,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 7:47:31,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 7:47:32,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 7:48:28,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 7:48:34,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 7:48:56,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 7:49:02,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 7:50:06,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 7:50:13,@mattyglesias,@mattyglesias,@mattyglesias
3/17/2019 7:51:15,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 7:52:24,@mattyglesias,@mattyglesias,@mattyglesias
3/17/2019 7:53:03,@mattyglesias,@AlanMCole,@mattyglesias
3/17/2019 7:53:23,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 7:57:22,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 7:57:56,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 7:58:24,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 7:58:43,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 7:59:08,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 8:00:33,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 8:01:03,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 8:01:25,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 8:03:32,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 8:03:45,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 8:04:18,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 8:05:01,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 8:05:05,@mattyglesias,@mattyglesias,@mattyglesias
3/17/2019 8:06:03,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 8:06:55,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 8:07:10,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 8:07:42,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 8:08:15,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 8:08:43,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 8:09:00,@AlanMCole,@mattyglesias,@scottlincicome
3/17/2019 8:09:54,@scottlincicome,@mattyglesias,@AlanMCole
3/17/2019 8:10:05,@scottlincicome,@scottlincicome,@mattyglesias
3/17/2019 8:10:26,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 8:11:13,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 8:11:19,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 8:12:26,@scottlincicome,@mattyglesias,@AlanMCole
3/17/2019 8:13:56,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 8:15:31,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 8:15:41,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 8:16:06,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 8:16:07,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 8:16:36,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 8:18:21,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 8:18:27,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 8:19:05,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 8:19:07,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 8:20:21,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 8:20:32,@mattyglesias,@mattyglesias,@mattyglesias
3/17/2019 8:21:40,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 8:22:15,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 8:22:30,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 8:24:22,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 8:25:30,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 8:25:30,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 8:27:24,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 8:28:08,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 8:28:37,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 8:28:51,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 8:29:02,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 8:29:05,@scottlincicome,@scottlincicome,@scottlincicome
3/17/2019 8:29:52,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 8:30:10,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 8:30:59,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 8:32:56,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 8:33:06,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 8:34:12,@scottlincicome,@mattyglesias,@AlanMCole
3/17/2019 8:34:28,@scottlincicome,@AlanMCole,@scottlincicome
3/17/2019 8:35:42,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 8:35:55,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 8:36:15,"@scottlincicome, @AlanMCole","@scottlincicome, @AlanMCole","@scottlincicome, @AlanMCole"
3/17/2019 8:36:25,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 8:36:31,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 8:36:39,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 8:36:44,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 8:37:10,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 8:38:24,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 8:38:55,@scottlincicome,@scottlincicome,@scottlincicome
3/17/2019 8:39:06,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 8:39:23,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 8:40:04,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 8:40:17,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 8:40:54,@scottlincicome,@mattyglesias,@AlanMCole
3/17/2019 8:41:14,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 8:41:36,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 8:42:04,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 8:42:07,@scottlincicome,@scottlincicome,@scottlincicome
3/17/2019 8:42:08,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 8:42:16,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 8:42:22,@scottlincicome,@scottlincicome,@scottlincicome
3/17/2019 8:42:38,@scottlincicome,@mattyglesias,@AlanMCole
3/17/2019 8:43:17,@AlanMCole,@AlanMCole,@AlanMCole
3/17/2019 8:43:54,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 8:44:03,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 8:44:05,@mattyglesias,@mattyglesias,@mattyglesias
3/17/2019 8:44:28,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 8:46:25,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 8:46:41,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 8:46:53,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 8:46:55,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 8:47:18,@scottlincicome,@mattyglesias,@AlanMCole
3/17/2019 8:47:18,@scottlincicome,@mattyglesias,@AlanMCole
3/17/2019 8:47:58,@mattyglesias,@mattyglesias,@mattyglesias
3/17/2019 8:48:02,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 8:48:05,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 8:48:14,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 8:48:24,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 8:48:45,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 8:49:12,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 8:50:10,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 8:50:11,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 8:51:06,@mattyglesias,@AlanMCole,@scottlincicome
3/17/2019 8:51:26,@scottlincicome,@AlanMCole,@AlanMCole
3/17/2019 8:51:43,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 8:52:14,@scottlincicome,@AlanMCole,@AlanMCole
3/17/2019 8:52:22,@AlanMCole,@scottlincicome,@mattyglesias
3/17/2019 8:52:25,@mattyglesias,@scottlincicome,@AlanMCole
3/17/2019 8:52:27,@scottlincicome,@mattyglesias,@AlanMCole
3/17/2019 8:52:30,@scottlincicome,@AlanMCole,@mattyglesias
3/17/2019 8:52:38,@scottlincicome,@mattyglesias,@AlanMCole
3/17/2019 8:52:51,@scottlincicome,@mattyglesias,@AlanMCole
